"C_RTEST"	"U_SRTST"	"RTYPE"	"RSEX"	"SRVALOW"	"SRVALUP"	"RLABID"	"D_RLABSR"	"D_RLABSP"	"RTEST"	"RAGEL"	"RAGEH"	"STUDY"
"3797"	"1053"	"mcmol/l"	"B"	1	79.56	132.6	"FR2181415"	2000-03-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3798"	"1053"	"mcmol/l"	"B"	1	53.04	106.08	"FR2181416"	2000-03-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3799"	"1053"	"mcmol/l"	"B"	1	44.2	106.08	"FR2181417"	2000-03-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3800"	"1053"	"mcmol/l"	"B"	1	61.88	132.6	"FR2181418"	2000-03-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3801"	"1053"	"mcmol/l"	"B"	1	70.72	132.6	"FR2181419"	2000-03-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3802"	"1053"	"mcmol/l"	"B"	1	61.88	123.76	"FR2181420"	2000-03-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3803"	"1053"	"mcmol/l"	"B"	1	44.2	132.6	"FR2181422"	2000-03-01	2002-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3804"	"1053"	"mcmol/l"	"B"	1	44.2	110.5	"FR2181423"	2000-03-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3805"	"1053"	"mcmol/l"	"B"	1	44.2	106.08	"FR2181424"	2000-03-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3806"	"1053"	"mcmol/l"	"B"	1	61.88	114.92	"FR2181426"	2000-03-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3807"	"1053"	"mcmol/l"	"B"	1	44.2	114.92	"FR2181427"	2000-03-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3808"	"1053"	"mcmol/l"	"B"	1	44.2	114.92	"FR2181428"	2000-03-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3809"	"1053"	"mcmol/l"	"B"	1	53.04	123.76	"FR2181429"	2000-03-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3810"	"1053"	"mcmol/l"	"B"	1	53.04	106.08	"FR2181430"	2000-03-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3811"	"1053"	"mcmol/l"	"B"	1	61.88	114.92	"FR2181431"	2000-03-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3812"	"1053"	"mcmol/l"	"B"	1	60	110	"FR2181432"	2000-03-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3813"	"1053"	"mcmol/l"	"B"	1	0	119.34	"FR2181433"	2000-03-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3814"	"1053"	"mcmol/l"	"B"	1	0	114.92	"FR2181434"	2000-03-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3815"	"1053"	"mcmol/l"	"B"	1	44.2	106.08	"FR2181435"	2000-03-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3816"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"FR2181436"	2000-03-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3817"	"1053"	"mcmol/l"	"B"	1	53.04	123.76	"FR2181437"	2000-03-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3818"	"1053"	"mcmol/l"	"B"	1	53	115	"FR2181439"	2000-03-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3819"	"1053"	"mcmol/l"	"B"	3	44.2	97.24	"FR4293901"	2000-03-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3820"	"1053"	"mcmol/l"	"B"	3	79.56	132.6	"FR4293903"	2000-03-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3821"	"1053"	"mcmol/l"	"B"	1	75	120	"GB1163501"	2001-06-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3822"	"1053"	"mcmol/l"	"B"	1	50	120	"GB1163502"	2001-08-28	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3823"	"1053"	"mcmol/l"	"B"	1	71	133	"GB1163503"	2001-06-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3824"	"1053"	"mcmol/l"	"B"	1	75	155	"GB2007201"	1999-08-01	2222-12-31	"BLOOD CREATININE"	76	109	"RP56976V 327"
"3825"	"1053"	"mcmol/l"	"B"	1	75	140	"GB2007201"	1999-08-01	2222-12-31	"BLOOD CREATININE"	66	76	"RP56976V 327"
"3826"	"1053"	"mcmol/l"	"B"	1	70	110	"GB2007201"	1999-08-01	2222-12-31	"BLOOD CREATININE"	17	56	"RP56976V 327"
"3827"	"1053"	"mcmol/l"	"B"	1	75	120	"GB2007201"	1999-08-01	2222-12-31	"BLOOD CREATININE"	56	66	"RP56976V 327"
"3828"	"1053"	"mcmol/l"	"B"	1	60	126	"GB2143501"	2001-05-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3829"	"1053"	"mcmol/l"	"B"	1	63	116	"GB2143601"	2000-08-14	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3830"	"1053"	"mcmol/l"	"B"	1	70	120	"GB2143701"	2001-03-20	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3831"	"1053"	"mcmol/l"	"B"	3	50	120	"GB2143901"	2000-11-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3832"	"1053"	"mcmol/l"	"B"	3	53	106	"GB2143902"	1999-01-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3833"	"1053"	"mcmol/l"	"B"	3	60	125	"GB2143904"	2001-01-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3834"	"1053"	"mcmol/l"	"B"	3	55	106	"HU0000401"	2000-10-19	2000-10-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3835"	"1053"	"mcmol/l"	"B"	3	55	106	"HU0000401"	2000-11-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3836"	"1053"	"mcmol/l"	"B"	3	62	115	"HU0000402"	2001-04-20	2001-04-20	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3837"	"1053"	"mcmol/l"	"B"	3	35	106	"HU0000403"	2001-03-28	2001-03-28	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3838"	"1053"	"mcmol/l"	"B"	3	47	110	"HU2199701"	2000-02-09	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3839"	"1053"	"mcmol/l"	"B"	3	62	115	"IE0001701"	2000-06-13	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3840"	"1053"	"mcmol/l"	"B"	3	80	125	"IE0001702"	2000-10-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3841"	"1053"	"mcmol/l"	"B"	3	50	125	"IE1165701"	2000-06-08	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3842"	"1053"	"mcmol/l"	"B"	3	40	115	"IE2145201"	2000-04-28	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3843"	"1053"	"mcmol/l"	"B"	3	53.04	123.76	"IT0005801"	2000-09-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3844"	"1053"	"mcmol/l"	"B"	3	53.04	114.92	"IT0005802"	1901-01-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3845"	"1053"	"mcmol/l"	"B"	3	44.2	123.76	"IT0005803"	1901-01-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3846"	"1053"	"mcmol/l"	"B"	3	0	114.92	"IT2193701"	2001-01-30	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3847"	"1053"	"mcmol/l"	"B"	3	70.72	114.92	"LB0000101"	2001-07-04	2003-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3848"	"1053"	"mcmol/l"	"B"	3	44.2	97.24	"LB0000102"	2001-01-01	2003-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3849"	"1053"	"mcmol/l"	"B"	1	61.88	114.92	"LB0001002"	2001-01-01	2003-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3850"	"1053"	"mcmol/l"	"B"	1	65	115	"NL1017501"	2000-01-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3851"	"1053"	"mcmol/l"	"B"	1	70	130	"NL1925701"	1998-01-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3852"	"1053"	"mcmol/l"	"B"	1	60	110	"NL2221501"	2000-06-05	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3853"	"1053"	"mcmol/l"	"B"	3	70	110	"NL2221701"	2000-03-01	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3854"	"1053"	"mcmol/l"	"B"	3	70	125	"NO2221801"	1997-01-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3855"	"1053"	"mcmol/l"	"B"	3	44	133	"NO2221802"	1999-05-03	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3856"	"1053"	"mcmol/l"	"B"	1	60	125	"NO2221901"	2000-02-11	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3857"	"1053"	"mcmol/l"	"B"	3	44.2	114.92	"PL0002201"	2000-06-26	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3858"	"1053"	"mcmol/l"	"B"	3	44.2	106.08	"PL0002202"	2002-01-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3859"	"1053"	"mcmol/l"	"B"	3	61.88	114.92	"PL0002203"	2001-01-03	2001-01-04	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3860"	"1053"	"mcmol/l"	"B"	3	44.2	132.6	"PL2193101"	2000-01-07	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3861"	"1053"	"mcmol/l"	"B"	3	61.88	114.92	"PL3928301"	2001-03-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3862"	"1053"	"mcmol/l"	"B"	1	61.88	132.6	"PR0000901"	2000-08-20	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3863"	"1053"	"mcmol/l"	"B"	1	62	97	"RU0004001"	1999-06-22	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3864"	"1053"	"mcmol/l"	"B"	3	45	115	"RU2201401"	2000-01-05	2002-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3865"	"1053"	"mcmol/l"	"B"	3	27	93	"RU2201501"	2003-04-09	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3866"	"1053"	"mcmol/l"	"B"	3	52	76	"RU2201501"	2000-12-20	2003-04-08	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3867"	"1053"	"mcmol/l"	"B"	3	52	76	"RU2201501"	2000-01-03	2000-08-19	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3868"	"1053"	"mcmol/l"	"B"	3	27	70	"RU2201501"	2000-08-20	2000-12-19	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3869"	"1053"	"mcmol/l"	"B"	1	58	109	"SE2193601"	2000-10-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3870"	"1053"	"mcmol/l"	"B"	1	70	115	"SE2193602"	2002-04-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3871"	"1053"	"mcmol/l"	"B"	3	69	113	"SE3928401"	2001-01-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3872"	"1053"	"mcmol/l"	"B"	3	56	126	"SE3928402"	2001-01-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3873"	"1053"	"mcmol/l"	"B"	3	70	115	"SE3928403"	2001-06-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3874"	"1053"	"mcmol/l"	"B"	3	46	116	"SE3928404"	2001-06-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3875"	"1053"	"mcmol/l"	"B"	3	56	126	"SE3928405"	2001-01-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3876"	"1053"	"mcmol/l"	"B"	3	60	115	"SE3928406"	2001-06-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3877"	"1053"	"mcmol/l"	"B"	1	55	110	"SK2201601"	1999-12-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3878"	"1053"	"mcmol/l"	"B"	1	70	120	"SK2201602"	2001-09-01	2001-09-30	"BLOOD CREATININE"	61	100	"RP56976V 327"
"3879"	"1053"	"mcmol/l"	"B"	1	70.72	132.6	"US0122001"	2000-03-10	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3880"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US0122002"	2001-02-28	2003-02-27	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3881"	"1053"	"mcmol/l"	"B"	3	70.72	132.6	"US0122003"	2000-03-26	2002-03-25	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3882"	"1053"	"mcmol/l"	"B"	3	44.2	132.6	"US0122007"	2001-01-03	2003-01-02	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3883"	"1053"	"mcmol/l"	"B"	3	61.88	123.76	"US0450401"	2000-07-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3884"	"1053"	"mcmol/l"	"B"	1	53.04	106.08	"US0451001"	1999-01-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3885"	"1053"	"mcmol/l"	"B"	1	44.2	123.76	"US1001401"	2001-01-01	2003-01-01	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3886"	"1053"	"mcmol/l"	"B"	3	61.88	123.76	"US1328001"	1995-10-01	2000-02-17	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3887"	"1053"	"mcmol/l"	"B"	3	61.88	123.76	"US1328001"	2000-07-31	2001-04-03	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3888"	"1053"	"mcmol/l"	"B"	3	61.88	123.76	"US1328001"	2001-04-04	2222-12-31	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3889"	"1053"	"mcmol/l"	"B"	3	61.88	123.76	"US1328001"	2000-02-18	2000-07-30	"BLOOD CREATININE"	18	109	"RP56976V 327"
"3890"	"1053"	"mcmol/l"	"B"	1	70.72	132.6	"US2005501"	2000-04-24	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3891"	"1053"	"mcmol/l"	"B"	3	44.2	132.6	"US2106201"	2000-05-15	2001-07-01	"BLOOD CREATININE"	15	109	"RP56976V 327"
"3892"	"1053"	"mcmol/l"	"B"	3	61.88	114.92	"US2106202"	NA	NA	"BLOOD CREATININE"	NA	NA	"RP56976V 327"
"3893"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US2164201"	2000-10-03	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3894"	"1053"	"mcmol/l"	"B"	1	61.88	114.92	"US2164401"	1901-01-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3895"	"1053"	"mcmol/l"	"B"	1	44.2	106.08	"US2202201"	2001-05-07	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3896"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US2202301"	2000-11-07	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3897"	"1053"	"mcmol/l"	"B"	1	70.72	114.92	"US2202302"	2001-04-03	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3898"	"1053"	"mcmol/l"	"B"	1	35.36	106.08	"US2202401"	2000-07-20	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3899"	"1053"	"mcmol/l"	"B"	1	44.2	132.6	"US2202402"	2000-07-24	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3900"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US2202403"	2000-08-10	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3901"	"1053"	"mcmol/l"	"B"	1	35.36	150.28	"US2202404"	2000-08-16	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3902"	"1053"	"mcmol/l"	"B"	1	61.88	123.76	"US2202405"	2000-08-28	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3903"	"1053"	"mcmol/l"	"B"	1	44.2	114.92	"US2202406"	2000-09-07	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3904"	"1053"	"mcmol/l"	"B"	1	44.2	123.76	"US2202407"	2000-08-28	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3905"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US2202408"	2000-08-23	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3906"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US2202409"	2000-09-15	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3907"	"1053"	"mcmol/l"	"B"	1	70.72	159.12	"US2202410"	2000-10-05	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3908"	"1053"	"mcmol/l"	"B"	1	35.36	132.6	"US2202411"	2000-10-04	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3909"	"1053"	"mcmol/l"	"B"	1	44.2	123.76	"US2202413"	2000-09-22	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3910"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US2202414"	2000-10-30	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3911"	"1053"	"mcmol/l"	"B"	1	35.36	132.6	"US2202415"	2000-09-22	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3912"	"1053"	"mcmol/l"	"B"	1	70.72	141.44	"US2202416"	2000-10-13	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3913"	"1053"	"mcmol/l"	"B"	1	44.2	141.44	"US2202417"	2000-10-23	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3914"	"1053"	"mcmol/l"	"B"	1	44.2	132.6	"US2202418"	2000-10-26	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3915"	"1053"	"mcmol/l"	"B"	1	53.04	132.6	"US2202419"	2000-11-10	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3916"	"1053"	"mcmol/l"	"B"	1	44.2	132.6	"US2202421"	2000-11-27	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3917"	"1053"	"mcmol/l"	"B"	1	26.52	132.6	"US2202422"	2000-11-14	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3918"	"1053"	"mcmol/l"	"B"	1	70.72	132.6	"US2202423"	2000-11-17	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3919"	"1053"	"mcmol/l"	"B"	1	26.52	132.6	"US2202424"	2000-12-12	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3920"	"1053"	"mcmol/l"	"B"	1	61.88	132.6	"US2202425"	2000-11-30	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3921"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US2202426"	2000-10-17	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3922"	"1053"	"mcmol/l"	"B"	1	44.2	106.08	"US2202431"	2000-12-08	2000-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3923"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US2202431"	2001-01-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3924"	"1053"	"mcmol/l"	"B"	1	53.04	132.6	"US2202435"	2001-01-01	2001-02-05	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3925"	"1053"	"mcmol/l"	"B"	1	53.04	132.6	"US2202435"	2001-02-06	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3926"	"1053"	"mcmol/l"	"B"	1	44.2	150.28	"US2202436"	2001-01-23	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3927"	"1053"	"mcmol/l"	"B"	1	70.72	132.6	"US2202437"	2001-02-28	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3928"	"1053"	"mcmol/l"	"B"	1	70.72	132.6	"US2202438"	2000-12-13	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3929"	"1053"	"mcmol/l"	"B"	1	44.2	106.08	"US2202439"	2001-01-26	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3930"	"1053"	"mcmol/l"	"B"	1	61.88	132.6	"US2202440"	2001-01-30	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3931"	"1053"	"mcmol/l"	"B"	1	53.04	132.6	"US2202441"	2001-02-08	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3932"	"1053"	"mcmol/l"	"B"	1	44.2	123.76	"US2202442"	2001-01-10	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3933"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US2202443"	2001-03-08	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3934"	"1053"	"mcmol/l"	"B"	1	61.88	114.92	"US2202444"	2001-06-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3935"	"1053"	"mcmol/l"	"B"	1	44.2	123.76	"US2202445"	2001-04-05	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3936"	"1053"	"mcmol/l"	"B"	1	44.2	106.08	"US2202446"	2001-10-22	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3937"	"1053"	"mcmol/l"	"B"	1	61.88	132.6	"US2202447"	2001-02-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3938"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US2202448"	2001-03-02	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3939"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US2202449"	2001-01-31	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3940"	"1053"	"mcmol/l"	"B"	1	44.2	132.6	"US2202450"	2001-02-27	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3941"	"1053"	"mcmol/l"	"B"	1	70.72	114.92	"US2202451"	2001-02-23	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3942"	"1053"	"mcmol/l"	"B"	1	44.2	123.76	"US2202452"	2001-03-05	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3943"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US2202453"	2001-03-12	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3944"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US2202454"	2001-03-29	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3945"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US2202455"	2001-03-12	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3946"	"1053"	"mcmol/l"	"B"	1	44.2	123.76	"US2202457"	2001-08-08	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3947"	"1053"	"mcmol/l"	"B"	1	44.2	123.76	"US2202458"	2001-09-05	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3948"	"1053"	"mcmol/l"	"B"	1	44.2	123.76	"US2202459"	2001-04-06	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3949"	"1053"	"mcmol/l"	"B"	1	70.72	114.92	"US2202460"	2001-06-22	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3950"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US2202461"	2001-11-30	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3951"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US2202462"	2001-06-04	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3952"	"1053"	"mcmol/l"	"B"	1	61.88	123.76	"US2202463"	2001-08-09	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3953"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US2202464"	2001-03-19	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3954"	"1053"	"mcmol/l"	"B"	1	70.72	114.92	"US2202465"	2001-08-13	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3955"	"1053"	"mcmol/l"	"B"	1	53.04	123.76	"US2202466"	2001-08-06	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3956"	"1053"	"mcmol/l"	"B"	1	70.72	132.6	"US2202467"	2001-08-09	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3957"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US2202469"	2001-11-05	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3958"	"1053"	"mcmol/l"	"B"	1	61.88	132.6	"US2202470"	2001-04-10	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3959"	"1053"	"mcmol/l"	"B"	1	44.2	123.76	"US2202472"	2001-09-25	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3960"	"1053"	"mcmol/l"	"B"	1	70.72	150.28	"US2202473"	2001-09-20	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3961"	"1053"	"mcmol/l"	"B"	1	53.04	141.44	"US2202474"	2001-11-01	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3962"	"1053"	"mcmol/l"	"B"	1	70.72	132.6	"US2202475"	2002-04-21	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3963"	"1053"	"mcmol/l"	"B"	1	44.2	150.28	"US2202476"	2001-10-03	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3964"	"1053"	"mcmol/l"	"B"	1	26.52	132.6	"US2202477"	2001-09-14	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3965"	"1053"	"mcmol/l"	"B"	1	53.04	123.76	"US2202478"	2001-09-28	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3966"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US2202479"	2001-11-16	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3967"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US2202481"	2001-11-28	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
"3968"	"1053"	"mcmol/l"	"B"	1	53.04	114.92	"US2202482"	2001-11-26	2222-12-31	"BLOOD CREATININE"	0	109	"RP56976V 327"
