"name"	"N"	"type"	"selectedFit"	"g"	"d"	"phi"
"1095"	"53002601"	6	"included"	"gdphi"	0.00690085221868073	0.0234217238093014	0.970456074362353
"1096"	"532001203"	7	"included"	"gd"	0.00157623152329161	0.0296612479381125	NA
"1097"	"532001401"	11	"included"	"gd"	0.000790468831182122	0.0105980341425382	NA
"1098"	"532001501"	12	"included"	"dx"	NA	0.00454604889471314	NA
"1099"	"532001601"	10	"included"	"gd"	0.00149070333838045	0.0142589128502283	NA
"1100"	"532001702"	9	"included"	"gdphi"	0.00605297220790046	0.0597207074790669	0.841906901088598
"1101"	"532001801"	9	"included"	"dx"	NA	0.0152727218909689	NA
"1102"	"532001802"	10	"included"	"gd"	0.0014491319471135	0.00822457251242167	NA
"1103"	"532007102"	16	"included"	"gdphi"	0.00118271246790173	0.0278792297048473	0.908135641892672
"1104"	"532007303"	21	"included"	"gdphi"	0.000582685912997183	0.0664904344109091	0.953175231321397
"1105"	"532007402"	4	"excluded"	"not fit"	NA	NA	NA
"1106"	"532007403"	15	"included"	"gdphi"	0.00125519423285132	0.0391392769372245	0.983582179284996
"1107"	"532007501"	10	"included"	"gd"	0.0013030990238506	0.0166317953005941	NA
"1108"	"532007502"	8	"included"	"dx"	NA	0.00322876404526353	NA
"1109"	"532007802"	9	"included"	"gdphi"	0.00203488983644167	0.0256272083917825	0.735981401017308
"1110"	"532007901"	3	"included"	"gx"	0.0144351832408922	NA	NA
"1111"	"536000002"	18	"included"	"gd"	0.000386203830065948	0.00784256803969163	NA
"1112"	"536000102"	48	"included"	"gdphi"	0.000346828726616252	0.0157400412713475	0.992076087914005
"1113"	"536000202"	27	"included"	"gdphi"	0.000755925680264327	0.0130826707480401	0.975781796983948
"1114"	"536000302"	32	"included"	"gdphi"	0.000413510180202538	0.0138489781755284	0.872871757978881
"1115"	"536000401"	10	"excluded"	"not fit"	NA	NA	NA
"1116"	"536000501"	10	"included"	"gd"	0.00469269327045062	0.0152201172822617	NA
"1117"	"536000701"	12	"included"	"gd"	0.000309308423494472	0.0359699361710157	NA
"1118"	"536000702"	28	"included"	"gdphi"	0.000102955492913533	0.0561660575003584	0.999932315698923
"1119"	"536000802"	5	"included"	"dx"	NA	0.0127821569339052	NA
"1120"	"536007401"	3	"included"	"gx"	0.00731284295407281	NA	NA
"1121"	"536007501"	9	"included"	"gd"	0.00122566390519396	0.0222371315474692	NA
"1122"	"536007801"	14	"included"	"gd"	0.000377972566019674	0.0567542803807767	NA
"1123"	"54"	6	"included"	"dx"	NA	0.014822832216439	NA
"1124"	"540002003"	10	"included"	"gd"	0.000306564049235692	0.0411758392534364	NA
"1125"	"540002103"	11	"included"	"gdphi"	0.00196544426947374	0.0118812341547218	0.982482190322501
"1126"	"540002202"	5	"included"	"gx"	0.00791070405225674	NA	NA
"1127"	"540002203"	9	"included"	"gd"	0.00122248264884262	0.0166400280011365	NA
"1128"	"540002302"	4	"included"	"gx"	0.0106173790698844	NA	NA
"1129"	"540002401"	8	"included"	"gd"	0.00730530242422669	0.00676859808872372	NA
"1130"	"540002402"	10	"included"	"gx"	0.00868284869691777	NA	NA
"1131"	"540002502"	9	"included"	"gd"	0.000247846241009993	0.0314345532164175	NA
"1132"	"540002601"	14	"included"	"gdphi"	0.000140378381149837	0.00895024721341254	0.999986435233109
"1133"	"540002602"	9	"included"	"dx"	NA	0.0193303093666144	NA
"1134"	"540002701"	19	"included"	"gdphi"	0.000104615150589305	0.0228534733491045	0.999982955969203
"1135"	"540002702"	12	"included"	"gd"	0.00102602953012485	0.00856614519630336	NA
"1136"	"540002801"	13	"included"	"gdphi"	0.00230110640282441	0.017181520603561	0.985992556141559
"1137"	"540002802"	10	"included"	"dx"	NA	0.0223016262175411	NA
"1138"	"540002902"	6	"included"	"gd"	0.00633280568634802	0.0198192634010897	NA
"1139"	"54008401"	4	"included"	"gx"	0.0177439312014834	NA	NA
"1140"	"542001002"	7	"included"	"gd"	0.000782033571050468	0.0312029979004607	NA
"1141"	"542001102"	3	"included"	"dx"	NA	0.0201947193540827	NA
"1142"	"542001202"	5	"excluded"	"not fit"	NA	NA	NA
"1143"	"542001402"	2	"included"	"dx"	NA	0.012409578613682	NA
"1144"	"542001501"	8	"included"	"gd"	0.000807181678478931	0.0240014905038702	NA
"1145"	"542001502"	11	"included"	"gdphi"	0.00129107406053713	0.017097586614245	0.994507642509659
"1146"	"542001601"	10	"included"	"gdphi"	0.00262735092634307	0.022855246124216	0.944694545011669
"1147"	"542001702"	6	"included"	"dx"	NA	0.00982708764285578	NA
"1148"	"542001801"	4	"included"	"gdphi"	0.00918925106704667	0.00116725112834128	0.980295258959694
"1149"	"542001802"	15	"included"	"gd"	8.98201869499739e-05	0.0417587899687261	NA
"1150"	"546000401"	14	"included"	"gdphi"	0.00103745530597797	0.00411760557923024	0.998594404355812
"1151"	"546000501"	14	"included"	"dx"	NA	0.00147771382709034	NA
"1152"	"55"	7	"included"	"dx"	NA	0.019991521464769	NA
"1153"	"550002002"	12	"included"	"gd"	0.00130979091549148	0.0230704126303571	NA
"1154"	"550002102"	6	"included"	"gx"	0.00656548229941463	NA	NA
"1155"	"550002601"	8	"included"	"gd"	0.00439291045628563	0.0122038032374697	NA
"1156"	"550002901"	12	"included"	"gdphi"	0.00116075566465004	0.00581884033525028	0.997797938741603
"1157"	"552001002"	16	"included"	"gd"	0.00274981824132476	0.00538854844096499	NA
"1158"	"552001202"	9	"included"	"gx"	0.00697586636902984	NA	NA
"1159"	"552001302"	4	"included"	"dx"	NA	0.0313134444165756	NA
"1160"	"552001401"	5	"excluded"	"not fit"	NA	NA	NA
"1161"	"552001402"	7	"included"	"gdphi"	0.00474610230276681	0.0204726836905621	0.97013004226757
"1162"	"552001501"	18	"included"	"gdphi"	0.000612884360002324	0.0177563229125267	0.998738637362251
"1163"	"552001502"	11	"included"	"dx"	NA	0.0125019376720244	NA
"1164"	"552001601"	16	"included"	"gd"	0.00105334565597634	0.010676282721993	NA
"1165"	"552001901"	16	"included"	"gdphi"	0.00138279578603251	0.0366180464025705	0.681361965461951
"1166"	"556000401"	12	"included"	"gd"	0.000604581696848633	0.0227254484799946	NA
"1167"	"556000501"	16	"included"	"gdphi"	0.000591990796013642	0.0170222146350741	0.998267533119089
"1168"	"556000701"	12	"included"	"gd"	0.000150227629242908	0.0240260539516934	NA
"1169"	"56"	5	"included"	"gd"	0.000860858940753441	0.0314765000952208	NA
"1170"	"566000501"	8	"included"	"gdphi"	0.000787425239931912	0.0435593933144802	0.999812909861515
"1171"	"566000601"	9	"included"	"gdphi"	0.00400208792273721	0.0100018427672484	0.953288103934422
"1172"	"566000901"	10	"included"	"gdphi"	0.00057902791043035	0.0242740575241325	0.999641267145102
"1173"	"57"	2	"included"	"dx"	NA	0.0221033148665344	NA
"1174"	"570002002"	12	"included"	"gd"	0.00109360626800719	0.0111943911037276	NA
"1175"	"570002203"	3	"included"	"dx"	NA	0.0561325163780069	NA
"1176"	"570002302"	8	"excluded"	"not fit"	NA	NA	NA
"1177"	"570002401"	3	"included"	"dx"	NA	0.0154877160914772	NA
"1178"	"570002501"	10	"included"	"gd"	0.00233727067065893	0.00573075936585102	NA
"1179"	"570002702"	10	"included"	"dx"	NA	0.00591529558107079	NA
"1180"	"570002802"	8	"included"	"gd"	0.00266871241500742	0.025500765516049	NA
"1181"	"570002901"	4	"included"	"dx"	NA	0.031261177456777	NA
"1182"	"572001002"	9	"included"	"gx"	0.00155583327722095	NA	NA
"1183"	"572001102"	10	"included"	"dx"	NA	0.0054558471624823	NA
"1184"	"572001302"	9	"included"	"gd"	0.00312134709242133	0.0139047061436828	NA
"1185"	"572001401"	5	"included"	"dx"	NA	0.0468534003940428	NA
"1186"	"572001501"	21	"included"	"gd"	4.86512170421673e-05	0.0475760248073908	NA
"1187"	"572001801"	16	"included"	"gd"	0.000419324086367586	0.0163755681159855	NA
"1188"	"572001901"	10	"included"	"dx"	NA	0.0416247601707865	NA
"1189"	"576000501"	10	"included"	"dx"	NA	0.00301484554190901	NA
"1190"	"576000701"	13	"included"	"dx"	NA	0.0320230600836663	NA
"1191"	"58"	4	"included"	"gd"	0.00976740075398116	0.0160172239747053	NA
"1192"	"58002601"	8	"included"	"dx"	NA	0.00466287840350964	NA
"1193"	"58002901"	10	"included"	"dx"	NA	0.00890856702078459	NA
"1194"	"586000501"	3	"included"	"gd"	0.0164127156524128	0.0203192391526998	NA
"1195"	"586000601"	6	"included"	"gd"	0.00287687913072962	0.0188167852702723	NA
"1196"	"586000701"	7	"included"	"dx"	NA	0.00521880797379976	NA
"1197"	"59"	7	"included"	"dx"	NA	0.0538303894638317	NA
"1198"	"590002501"	6	"included"	"gd"	0.00237154883450082	0.0291381362625039	NA
"1199"	"590002901"	6	"included"	"dx"	NA	0.0611169172568166	NA
"1200"	"6"	7	"excluded"	"not fit"	NA	NA	NA
"1201"	"60"	5	"included"	"gdphi"	0.00763879676806003	0.00960200687568305	0.948103551322494
"1202"	"61"	9	"included"	"gd"	0.000110659286310892	0.0343493479857961	NA
"1203"	"62"	10	"included"	"gd"	0.00065712379885702	0.0124131290836425	NA
"1204"	"63"	10	"included"	"gd"	0.000438656583653621	0.0240284519180986	NA
"1205"	"63002501"	6	"included"	"gx"	0.00249965252124978	NA	NA
"1206"	"63002701"	18	"included"	"gd"	5.26885778887493e-05	0.0210706774598163	NA
"1207"	"64"	10	"included"	"gdphi"	0.000299990107565959	0.0270244333552395	0.99996257625015
"1208"	"64008102"	6	"included"	"gx"	0.0139965201300104	NA	NA
"1209"	"64008202"	12	"included"	"dx"	NA	0.00688505725146674	NA
"1210"	"64008302"	6	"included"	"gx"	0.00298269943962753	NA	NA
"1211"	"64008401"	6	"included"	"gx"	0.00866465192016227	NA	NA
"1212"	"64008402"	23	"included"	"gd"	0.000612938652419965	0.00427665737633626	NA
"1213"	"64008801"	7	"included"	"gd"	0.00167036197852605	0.0304156784641259	NA
"1214"	"64008901"	7	"excluded"	"not fit"	NA	NA	NA
"1215"	"65"	7	"included"	"gdphi"	6.34244455279727e-05	0.00149407792159124	0.999999737771527
"1216"	"66"	9	"included"	"gd"	0.0023328586961272	0.0182463523703673	NA
"1217"	"67"	2	"included"	"dx"	NA	0.022742329727335	NA
"1218"	"68"	10	"included"	"dx"	NA	0.000847336274317559	NA
"1219"	"69"	3	"included"	"gx"	0.0231345754074367	NA	NA
"1220"	"7"	8	"included"	"gd"	0.00233166391102586	0.0129224434441475	NA
"1221"	"70"	6	"excluded"	"not fit"	NA	NA	NA
"1222"	"706100401"	18	"included"	"gdphi"	0.000330026619365307	0.0493417010414131	0.999614824732128
"1223"	"706102401"	10	"excluded"	"not fit"	NA	NA	NA
"1224"	"71"	4	"included"	"gd"	0.00587806030098029	0.0048198260778754	NA
"1225"	"716100401"	11	"included"	"gd"	0.00205981121590553	0.0142708981609264	NA
"1226"	"716100601"	19	"excluded"	"not fit"	NA	NA	NA
"1227"	"716100801"	5	"included"	"gx"	0.0117808853090492	NA	NA
"1228"	"716100901"	7	"included"	"dx"	NA	0.0192646237576684	NA
"1229"	"72"	9	"included"	"gd"	0.000825090981807931	0.0149032696043248	NA
"1230"	"73"	2	"included"	"gx"	0.0119741500258544	NA	NA
"1231"	"736000401"	10	"included"	"dx"	NA	0.0196453227810885	NA
"1232"	"736000601"	13	"included"	"dx"	NA	0.0110498305905004	NA
"1233"	"736000701"	7	"included"	"gd"	0.00225691999992547	0.0411828844640229	NA
"1234"	"736003401"	8	"included"	"dx"	NA	0.0335836610216925	NA
"1235"	"736100002"	11	"included"	"gd"	0.000254382480679263	0.0218635540523025	NA
"1236"	"736100302"	6	"included"	"gx"	0.0137541513180807	NA	NA
"1237"	"736100501"	9	"included"	"gdphi"	3.21353388479881e-05	0.0106988634306346	0.999999876548452
"1238"	"736100601"	10	"excluded"	"not fit"	NA	NA	NA
"1239"	"736100701"	5	"included"	"gd"	0.00336715911678662	0.0192643020720068	NA
"1240"	"74"	6	"included"	"gd"	0.00159140862342483	0.0268554034241138	NA
"1241"	"74008401"	6	"included"	"dx"	NA	0.00873966591626571	NA
"1242"	"746002401"	4	"excluded"	"not fit"	NA	NA	NA
"1243"	"746002501"	8	"included"	"gx"	0.0030858227066623	NA	NA
"1244"	"746003401"	2	"included"	"gx"	0.0890399036559927	NA	NA
"1245"	"75"	5	"included"	"gx"	0.00272439149339339	NA	NA
"1246"	"756003002"	30	"included"	"gd"	0.000127922725744415	0.0444292625841477	NA
"1247"	"756003102"	24	"included"	"dx"	NA	0.0219956768811747	NA
"1248"	"756003501"	3	"included"	"gx"	0.0130696668248871	NA	NA
"1249"	"756003601"	6	"excluded"	"No measurement data"	NA	NA	NA
"1250"	"756003801"	4	"excluded"	"No measurement data"	NA	NA	NA
"1251"	"756100401"	6	"included"	"gx"	0.00615900558270715	NA	NA
"1252"	"76"	5	"included"	"gd"	0.00141263057803772	0.0333234338547681	NA
"1253"	"766000002"	10	"excluded"	"not fit"	NA	NA	NA
"1254"	"766000401"	6	"included"	"gd"	0.000434274940768055	0.0577573864224363	NA
"1255"	"766000701"	15	"included"	"dx"	NA	0.02191984648409	NA
"1256"	"766000801"	6	"included"	"gd"	0.00616532589652789	0.0377118307434486	NA
"1257"	"766000901"	9	"included"	"gx"	0.00155267685428686	NA	NA
"1258"	"77"	2	"included"	"dx"	NA	0.0109775296418271	NA
"1259"	"776000102"	5	"excluded"	"not fit"	NA	NA	NA
"1260"	"776000202"	12	"included"	"gdphi"	0.00254505730834815	0.0386845000660975	0.970459458004852
"1261"	"776000601"	18	"included"	"gd"	0.000217933909290314	0.0203584938253927	NA
"1262"	"776002401"	19	"included"	"gdphi"	0.000162134376328654	0.00604490953495917	0.999957340298173
"1263"	"776002501"	16	"included"	"dx"	NA	0.0248134733160301	NA
"1264"	"776002601"	8	"excluded"	"not fit"	NA	NA	NA
"1265"	"776002701"	5	"included"	"gd"	0.00905294037044966	0.0410271075812169	NA
"1266"	"776003401"	13	"included"	"gdphi"	1.56245806566249e-05	0.00837319545671109	0.999999945002228
"1267"	"78"	10	"included"	"gd"	0.00101333552477103	0.0301951599904423	NA
"1268"	"78002002"	7	"included"	"gd"	0.00186635660594124	0.0295655315423899	NA
"1269"	"78002501"	16	"included"	"dx"	NA	0.00403713049993249	NA
"1270"	"78002701"	8	"excluded"	"not fit"	NA	NA	NA
"1271"	"78002801"	10	"included"	"gd"	0.000289559169928225	0.0305357660966415	NA
"1272"	"786000302"	9	"included"	"gdphi"	0.00182560071610374	0.0277366999629864	0.986658228300648
"1273"	"786000501"	17	"included"	"gdphi"	0.00156401500924576	0.00424336024444183	0.984001892119821
"1274"	"786000701"	15	"included"	"gd"	5.68908706823915e-05	0.07050598787784	NA
"1275"	"786000702"	8	"included"	"gdphi"	0.00242670765191109	0.0358512416783553	0.984571657732287
"1276"	"786002002"	5	"included"	"gd"	0.00320862811132163	0.0574403296673972	NA
"1277"	"786002102"	2	"included"	"dx"	NA	0.0304987361086418	NA
"1278"	"786002202"	9	"included"	"gd"	0.000702311774987073	0.0130102302707308	NA
"1279"	"786002601"	10	"included"	"gd"	0.000194654290779968	0.0525558706991015	NA
"1280"	"786002701"	3	"included"	"gd"	0.0108956282883763	0.0447197176237155	NA
"1281"	"786003601"	12	"included"	"gdphi"	0.00247995927641297	0.0760968588908071	0.983276679269181
"1282"	"786003801"	9	"included"	"gd"	0.00391326201912732	0.00661525005681768	NA
"1283"	"79"	9	"included"	"gx"	0.00688029366335588	NA	NA
"1284"	"796000102"	9	"included"	"dx"	NA	0.00643336777668509	NA
"1285"	"796000202"	9	"included"	"gd"	0.000689205225453715	0.0240180423167591	NA
"1286"	"796000302"	4	"excluded"	"not fit"	NA	NA	NA
"1287"	"796000601"	9	"included"	"gd"	0.00116894620765181	0.0138292852880494	NA
"1288"	"796000701"	16	"included"	"dx"	NA	0.0107910504349608	NA
"1289"	"796000801"	29	"included"	"gdphi"	5.93521329947461e-05	0.0768197152330401	0.999989098377536
"1290"	"796002501"	3	"excluded"	"not fit"	NA	NA	NA
"1291"	"796002601"	3	"included"	"gx"	0.0228807855287139	NA	NA
"1292"	"796002801"	2	"included"	"gx"	0.0127117135936526	NA	NA
"1293"	"8"	7	"included"	"gd"	0.000618577438823972	0.0492248705010249	NA
"1294"	"80"	9	"included"	"gd"	0.00020800416618038	0.0686477343142613	NA
"1295"	"81"	6	"included"	"gx"	0.00853537886332075	NA	NA
"1296"	"82"	6	"excluded"	"not fit"	NA	NA	NA
"1297"	"83"	2	"excluded"	"2 evals not 20% diff"	NA	NA	NA
"1298"	"830003102"	8	"included"	"dx"	NA	0.0401485721913864	NA
"1299"	"830003202"	8	"included"	"gd"	0.00251918362862279	0.0191347003800147	NA
"1300"	"830003501"	5	"included"	"dx"	NA	0.0212540207596259	NA
"1301"	"830003601"	4	"excluded"	"not fit"	NA	NA	NA
"1302"	"830003901"	8	"included"	"gd"	0.000441084362721908	0.0314172707040743	NA
"1303"	"84"	4	"included"	"gx"	0.0214943811877549	NA	NA
"1304"	"840003501"	3	"excluded"	"not fit"	NA	NA	NA
"1305"	"84008002"	5	"excluded"	"not fit"	NA	NA	NA
"1306"	"84008701"	11	"excluded"	"not fit"	NA	NA	NA
"1307"	"84008901"	13	"included"	"gdphi"	0.000733841953943867	0.0175758803308173	0.998186909320868
"1308"	"85"	9	"included"	"gd"	0.000414584114035557	0.0240063200166736	NA
"1309"	"86"	8	"included"	"gd"	0.000923406159736144	0.0269412104919455	NA
"1310"	"860003002"	7	"included"	"gd"	0.00480936061931933	0.0237606581189355	NA
"1311"	"860003701"	11	"included"	"gd"	0.000965480705420642	0.00800056305869568	NA
"1312"	"87"	10	"included"	"dx"	NA	0.00796415359638177	NA
"1313"	"88"	10	"included"	"gd"	0.000422101327617061	0.0459002334149086	NA
"1314"	"880003401"	3	"excluded"	"not fit"	NA	NA	NA
"1315"	"880003501"	3	"included"	"dx"	NA	0.0230604846718032	NA
"1316"	"89"	10	"included"	"dx"	NA	0.00372348560481476	NA
"1317"	"9"	9	"included"	"gd"	0.00139274220616946	0.00956139903294854	NA
"1318"	"90"	9	"included"	"gd"	0.00112517540018602	0.017729147093548	NA
"1319"	"91"	7	"included"	"dx"	NA	0.00524030383156399	NA
"1320"	"92"	8	"included"	"dx"	NA	0.00892642326818082	NA
"1321"	"93"	9	"included"	"dx"	NA	0.0121218562564026	NA
"1322"	"931001801"	5	"included"	"gx"	0.0130802773916234	NA	NA
"1323"	"931001901"	9	"included"	"gdphi"	0.00284309040070056	0.0713516335968082	0.947921408684778
"1324"	"932007401"	4	"included"	"gx"	0.010900607219754	NA	NA
"1325"	"94"	4	"included"	"gd"	0.00945569287094824	0.0305960362620281	NA
"1326"	"94008401"	10	"included"	"dx"	NA	0.00616292618936579	NA
"1327"	"941001002"	12	"included"	"gd"	0.000196758810295724	0.0179689849975279	NA
"1328"	"941001302"	12	"included"	"gd"	0.000479870809271419	0.0229014677011499	NA
"1329"	"941001401"	2	"included"	"dx"	NA	0.016557261666218	NA
"1330"	"941001501"	2	"included"	"gx"	0.0152059559309255	NA	NA
"1331"	"941001601"	12	"included"	"dx"	NA	0.0167521704423233	NA
"1332"	"941001801"	3	"included"	"dx"	NA	0.0263841402548621	NA
"1333"	"941001901"	12	"included"	"gd"	0.00123643633648701	0.023132794693392	NA
"1334"	"942007401"	8	"excluded"	"not fit"	NA	NA	NA
"1335"	"95"	9	"included"	"gd"	0.000937253392826234	0.0357393166252094	NA
"1336"	"951001401"	8	"included"	"gdphi"	0.00198404692064561	0.0464960821828236	0.995707526226492
"1337"	"951001601"	8	"included"	"gd"	0.00278620899998037	0.0101696080222639	NA
"1338"	"952007002"	10	"included"	"dx"	NA	0.00552028726667548	NA
"1339"	"952007003"	14	"included"	"gd"	0.0031428868725703	0.0113940340290081	NA
"1340"	"952007102"	34	"included"	"gd"	4.52659393661405e-05	0.0192681397561574	NA
"1341"	"952007202"	49	"included"	"dx"	NA	0.0161166234642101	NA
"1342"	"952007302"	5	"included"	"gdphi"	0.00229704581508541	0.0147943326921745	0.999143610595348
"1343"	"952007502"	7	"included"	"gdphi"	0.000382128243554085	0.0142634122879277	0.999985573643108
"1344"	"952007601"	6	"included"	"gx"	0.00966366963322324	NA	NA
"1345"	"952007602"	16	"included"	"gdphi"	0.00213598639462321	0.0257375871602366	0.876759145667101
"1346"	"952007701"	22	"included"	"gd"	0.00014879685015003	0.0171573095293546	NA
"1347"	"952007802"	7	"excluded"	"not fit"	NA	NA	NA
"1348"	"952007901"	12	"excluded"	"not fit"	NA	NA	NA
"1349"	"952007902"	7	"included"	"gx"	0.011261361032785	NA	NA
"1350"	"96"	9	"included"	"gdphi"	0.0042880761886591	0.0249141362332126	0.939479149744066
"1351"	"961001801"	3	"excluded"	"not fit"	NA	NA	NA
"1352"	"962007501"	8	"included"	"dx"	NA	0.00656913026034169	NA
"1353"	"962007701"	6	"included"	"gx"	0.00876174445910976	NA	NA
"1354"	"97"	7	"included"	"gd"	0.000498203248031161	0.0446282294099753	NA
"1355"	"971001501"	11	"included"	"gd"	0.00116276526864213	0.00606489817142805	NA
"1356"	"971001601"	15	"included"	"dx"	NA	0.00563275189596665	NA
"1357"	"971001701"	7	"included"	"gx"	0.00896518478226664	NA	NA
"1358"	"971001901"	16	"included"	"gd"	0.000246915011659105	0.0268426277771907	NA
"1359"	"98"	7	"included"	"gd"	0.000369822734782071	0.053792076892142	NA
"1360"	"99"	9	"included"	"gdphi"	0.00353967805464078	0.0089600764368138	0.961946325236174
